,Location,Average Salary by Location,Occupation,Average Salary for Each Occupation by Location,Average National Salary for Each Occupation
1419,"Lawrence City PUMA, KS",39224.53820812427,Dentists,444749.5903614458,127707.80053807772
1420,"Nampa (Central & East) & Meridian (West) Cities PUMA, ID",39222.33590850635,Surgeons,401186.4214559387,282720.32402206364
1421,"Highland Springs, East Highland Park & Glen Allen PUMA, VA",39218.03792740263,Computer & information systems managers,199580.10666666663,102527.2721576413
1422,"Cuyahoga Falls (Southeast), Stow & Tallmadge Cities PUMA, OH",39214.08906334598,"Tailors, dressmakers, & sewers",182357.45318352056,15983.401820326637
1423,"Bozeman City PUMA, MT",39195.24528847349,"Petroleum, mining & geological engineers, including mining safety engineers",391055.4347826087,121965.87102455912
1424,"Lake County (North) PUMA, FL",39174.82719120474,Aircraft pilots & flight engineers,482234.1666666667,115613.87787785068
1425,"Tucson City (Far Southeast) & Sahuarita Town PUMA, AZ",39168.8400213143,Natural sciences managers,417395.9615384616,87041.6083510504
1426,"Waterbury Town PUMA, CT",39158.529343788105,Physician assistants,212750.3823529412,92251.10058815022
1427,"Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties PUMA, OH",39137.27952926655,"Morticians, undertakers, & funeral directors",437657.8928571429,45458.09118281886
1428,"Niagara County (North & East) PUMA, NY",39123.07840051785,"Lawyers, & judges, magistrates, & other judicial workers",207325.4064516129,124478.50814810928
1429,"St. Petersburg City (West) PUMA, FL",39115.8825126323,Physicians,482234.1886792453,206831.79290917717
1430,"Santa Ana City (West) PUMA, CA",39109.070773835956,Physicians,273536.1777777778,206831.79290917717
1431,"Memphis City (Central Midtown) PUMA, TN",39093.07319025205,"Securities, commodities, & financial services sales agents",445762.6947368421,116457.02855852002
1432,"Monroe County (North & West) PUMA, NY",39084.264570230094,Chief executives & legislators,174602.3087790111,141283.83645852594
1433,"Blount County PUMA, TN",39074.1235485235,Credit counselors & loan officers,445762.6923076923,67871.33144378143
1434,"Erie County (Central) PUMA, NY",39073.413069861774,Librarians and media collections specialists,181470.08394160584,38743.72834992776
1435,"Greene, Daviess, Owen, Orange & Martin Counties PUMA, IN",39070.09827617987,Sales managers,417395.9669421488,106611.873312147
1436,"Euclid, Cleveland Heights & South Euclid Cities PUMA, OH",39069.85302243787,Cost estimators,437657.914893617,58963.60741807346
1437,"Lexington Town & Red Bank PUMA, SC",39064.60527633428,"Computer, automated teller, & office machine repairers",426513.85,34111.81459847549
1438,"Gresham & Troutdale Cities PUMA, OR",39063.82524978294,"Morticians, undertakers, & funeral directors",151964.55135135134,45458.09118281886
1439,"Pasco County (East Central) PUMA, FL",39061.95075421031,Computer support specialists,482234.1818181818,55567.94486305866
1440,"Genesee & Orleans Counties PUMA, NY",39046.235960524464,Dentists,668644.0,127707.80053807772
1441,"Rocky Mount City PUMA, NC",39038.22584765294,Physicians,418409.0540540541,206831.79290917717
1442,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA, WI",39036.4108566331,Physicians,391764.9891696751,206831.79290917717
1443,"Melbourne & West Melbourne Cities PUMA, FL",39036.3555005207,Podiatrists,482234.1860465116,112776.64908379482
1444,"Jefferson County (South) PUMA, MO",39028.68813152825,Physicians,340155.96355353075,206831.79290917717
1445,"DeKalb County PUMA, IL",39026.54986847352,Advertising sales agents,227946.8208955224,59021.9754631948
1446,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA, NM",39023.14837167178,Physician assistants,244846.92376681612,92251.10058815022
1447,"Baldwin County PUMA, AL",39022.82670637348,Insurance underwriters,396120.9428571428,65638.00450135449
1448,"Frankford, Belair-Edison & Loch Raven PUMA, MD",39021.770445624636,Nuclear medicine technologists and medical dosimetrists,202619.41176470587,132946.1370184876
1449,"Tulsa City (West) PUMA, OK",39008.566009366754,Computer & information systems managers,167221.94736842104,102527.2721576413
1450,"Cedar Hill & Duncanville Cities PUMA, TX",39000.25324702573,"Miscellaneous first-line supervisors, protective service workers",158043.14285714287,56702.29217997607
1451,"Barberton, Green & New Franklin Cities PUMA, OH",38939.36715864858,Chief executives & legislators,267908.1506682868,141283.83645852594
1452,"Greeley, Windsor & Evans Cities PUMA, CO",38930.5325479801,Aircraft pilots & flight engineers,315938.7378640777,115613.87787785068
1453,"Santa Paula, Fillmore & Ojai Cities PUMA, CA",38874.62799932824,Firefighters,228739.68260869564,60741.10529640623
1454,"Midwest, Del & Oklahoma City (Northeast) Cities PUMA, OK",38864.4895216813,Aircraft pilots & flight engineers,418409.064516129,115613.87787785068
1455,"Gregg CountyLongview City PUMA, TX",38858.76142564072,Other teachers and instructors,251653.3076923077,27488.37442010176
1456,"Burke & McDowell Counties PUMA, NC",38839.18940455783,Surgeons,418409.0491803279,282720.32402206364
1457,"Clay County PUMA, FL",38836.8093154903,Physicians,227946.82269503543,206831.79290917717
1458,"Burlington City PUMA, NC",38831.29016613787,Bus & truck mechanics & diesel engine specialists,281319.2843601896,38950.83047134692
1459,"Tamiami Trail Region (South)Tamiami PUMA, FL",38811.028819969986,Broadcast announcers and radio disc jockeys,202619.41379310345,47494.13361466179
1460,"Terrebonne Parish PUMA, LA",38809.75041931505,Physicians,393081.6307692308,206831.79290917717
1461,"Huber Heights, Trotwood, Vandalia & Englewood Cities PUMA, OH",38808.88164323363,Physicians,161423.6269430052,206831.79290917717
1462,"Rock Island County PUMA, IL",38797.545768182325,Compliance officers,360431.918699187,68567.09218929497
1463,"La Crosse County PUMA, WI",38794.10733166251,Physicians,359800.114481409,206831.79290917717
1464,"Orem, Pleasant Grove, American Fork & Lindon Cities PUMA, UT",38793.028784869864,Radiologic technologists and technicians,425500.7391304348,56736.64149052558
1465,"Dothan City PUMA, AL",38781.14747305645,"Buyers & purchasing agents, farm products",396120.9444444445,48470.9709357977
1466,"Hesperia City & Apple Valley Town PUMA, CA",38752.32454452132,Chief executives & legislators,368840.66968325793,141283.83645852594
1467,"Morgan, Putnam & Brown Counties PUMA, IN",38748.9524063952,"Lawyers, & judges, magistrates, & other judicial workers",417395.9583333333,124478.50814810928
1468,"Warren & Center Line Cities PUMA, MI",38743.738189404095,Architectural & engineering managers,303586.3791821561,134098.2588754237
1469,"Walker, Catoosa, Chattooga & Dade Counties PUMA, GA",38728.12418351186,Computer & information systems managers,477168.6896551724,102527.2721576413
1470,"Anaheim City (West) PUMA, CA",38725.882426851385,"Lawyers, & judges, magistrates, & other judicial workers",192539.61616161617,124478.50814810928
1471,"Southeast Utah & Uintah Basin Region PUMA, UT",38703.43856210089,Other financial specialists,425500.7536231884,98080.72862112064
1472,"Tamarac, Oakland Park & North Lauderdale Cities PUMA, FL",38699.90923278187,Physician assistants,482234.2033898305,92251.10058815022
1473,"Escambia County (South) PUMA, FL",38686.02447865574,Purchasing managers,482234.2,74013.09656763387
1474,"Rapides & Vernon Parishes PUMA, LA",38685.09637034571,"Miscellaneous extraction workers, including roof bolters & helpers",393081.64,46908.093319714535
1475,"DeSoto CountySouthaven City PUMA, MS",38680.174978988405,Chief executives & legislators,267019.012195122,141283.83645852594
1476,"Deschutes County PUMA, OR",38677.99126169277,Budget analysts,413343.5714285714,69666.63007916698
1477,"Omaha City (Southeast) PUMA, NE",38676.7829421771,Architectural & engineering managers,435631.72294372297,134098.2588754237
1478,"Darke, Shelby & Preble Counties PUMA, OH",38671.678688086184,Dentists,437657.90476190473,127707.80053807772
1479,"Cole, Callaway, Moniteau & Osage Counties PUMA, MO",38651.948515524455,Sales managers,202619.41666666663,106611.873312147
1480,"Bastrop, Caldwell, Fayette & Lee Counties PUMA, TX",38651.707840036855,Chief executives & legislators,202619.4,141283.83645852594
1481,"Sheboygan County PUMA, WI",38651.60315556196,"Doortodoor sales workers, news & street vendors, & related workers",194514.62857142856,12001.064758249571
1482,"Lafayette & West Lafayette Cities PUMA, IN",38637.00770459928,Personal financial advisors,417395.9705882353,110943.36940078795
1483,"Aurora City (North Central) PUMA, CO",38626.93982042779,Dentists,202619.40277777775,127707.80053807772
1484,"Adams, Pike, Brown, Schuyler & Mason Counties PUMA, IL",38624.73984150017,Physicians,389976.9861751152,206831.79290917717
1485,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA, NY",38623.31086641482,Physicians,668644.0,206831.79290917717
1486,"West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA, SC",38612.54537212315,Physicians,281083.75,206831.79290917717
1487,"Denver City (Southwest) PUMA, CO",38611.80693904586,Landscape architects,151964.54054054053,52836.31464534281
1488,"Mesquite City (Central & Southeast) PUMA, TX",38606.18660224618,Personal financial advisors,474129.3939393939,110943.36940078795
1489,"Saginaw County PUMA, MI",38578.947888019124,Personal financial advisors,432592.4,110943.36940078795
1490,"Hanford City PUMA, CA",38569.21202976378,"Lawyers, & judges, magistrates, & other judicial workers",253274.25,124478.50814810928
1491,"Rankin & Simpson Counties PUMA, MS",38568.437775061895,Dentists,339387.48514851485,127707.80053807772
1492,"Alliance City PUMA, OH",38560.49972227873,Firstline supervisors of housekeeping & janitorial workers,437657.9090909091,30437.467101766862
1493,"Herkimer (North & Central) & Oneida (Outer) Counties PUMA, NY",38558.624305160694,Cardiovascular technologists and technicians,214776.5633802817,76805.666221549
1494,"Fulton & Montgomery Counties PUMA, NY",38536.12777359002,Physicians,492329.1088888889,206831.79290917717
1495,"Barron, Polk, Clark & Chippewa (North) Counties PUMA, WI",38526.41997863074,Physicians,444749.6,206831.79290917717
1496,"Wind River Reservation PUMA, WY",38516.25390475534,Physicians,243143.28455284552,206831.79290917717
1497,"Tempe City (North) PUMA, AZ",38500.20818833815,"Entertainers & performers, sports & related workers, all other",417395.9841897233,20966.251639698374
1498,"Milwaukee City (North Central) PUMA, WI",38487.720230693296,"Securities, commodities, & financial services sales agents",353392.42613636365,116457.02855852002
1499,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA, IL",38486.165118190795,Other drafters,550111.6727272727,46485.453612793
1500,"Billings City PUMA, MT",38484.533035306755,"Architects, except landscape and naval",391055.4434782609,77911.62260282584
1501,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA, IL",38468.57744595757,Physicians,272485.33220338984,206831.79290917717
1502,"Hall County PUMA, GA",38455.6547298925,"Bus drivers, transit and intercity",477168.6923076923,31058.899701309867
1503,"LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA, CA",38452.23745995342,"Other education, training, & library workers",572399.8048780488,37658.63625455013
1504,"Perry & Decatur (South & East) TownshipsIndianapolis City (South) PUMA, IN",38448.43720505045,Respiratory therapists,417395.9555555555,51020.96436409805
1505,"Titusville, Rockledge & Cocoa Cities PUMA, FL",38439.51403867397,Aircraft pilots & flight engineers,302058.76923076925,115613.87787785068
1506,"Downriver Area (North) PUMA, MI",38433.8614756883,Physicians,378258.1542288557,206831.79290917717
1507,"Massillon City PUMA, OH",38427.96402721503,Architectural & engineering managers,167161.0,134098.2588754237
1508,"New Haven Town PUMA, CT",38426.28182127258,Cardiovascular technologists and technicians,334322.0,76805.666221549
1509,"Jackson County PUMA, MI",38415.95921348862,Coaches and scouts,432592.4,23108.58017214645
1510,"Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA, UT",38414.56925468038,Personal financial advisors,212142.524,110943.36940078795
1511,"Yuba City PUMA, CA",38412.11770465094,Surgeons,572399.8181818182,282720.32402206364
1512,"Greater Boynton Beach City (North) PUMA, FL",38408.129626273825,Aircraft pilots & flight engineers,253274.2549019608,115613.87787785068
1513,"Okaloosa County PUMA, FL",38388.76142219055,"Lawyers, & judges, magistrates, & other judicial workers",255253.8735632184,124478.50814810928
1514,"Ingham County (South & East) PUMA, MI",38382.54284975052,Personal financial advisors,432592.4045801527,110943.36940078795
1515,"Ontario City PUMA, CA",38373.56742707316,Public safety telecommunicators,136768.08695652173,39323.02896738144
1516,"Laramie & Albany Counties PUMA, WY",38351.75526251658,Physicians,194429.7931034483,206831.79290917717
1517,"Turlock, Riverbank, Oakdale & Waterford Cities PUMA, CA",38350.21893633509,Paramedics,243143.27564102568,52015.679790635775
1518,"Springfield City (South) PUMA, MO",38347.84745095482,Surgeons,421448.3421052632,282720.32402206364
1519,"Hillsborough County (South County) PUMA, FL",38343.91226640315,Physicians,166186.63782696176,206831.79290917717
1520,"Eau Claire & Chippewa (South) Counties PUMA, WI",38343.753953487074,Nurse anesthetists,444749.5882352941,137847.88905761446
1521,"Jackson County PUMA, MS",38333.29779454318,Database administrators and architects,339387.512195122,79421.41349617914
1522,"Greater Pinellas Park City PUMA, FL",38322.9037244428,Chief executives & legislators,202619.40277777775,141283.83645852594
1523,"New Bedford City & Fairhaven Town PUMA, MA",38303.24000624428,Nurse anesthetists,181344.35185185185,137847.88905761446
1524,"Jefferson Parish (West Bank) PUMA, LA",38290.597816296126,Chief executives & legislators,200658.1049822064,141283.83645852594
1525,"Moreno Valley City PUMA, CA",38283.18984563519,Advertising sales agents,243143.28125,59021.9754631948
1526,"Hancock & Putnam Counties PUMA, OH",38270.88605774942,Counter & rental clerks,437657.9,21224.121135503043
1527,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA, WY",38256.479852544595,Physicians,285440.8269794721,206831.79290917717
1528,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties PUMA, MN",38254.00288295011,Surgeons,493378.3333333333,282720.32402206364
1529,"Houston City (North)I-45, Between Beltway TX-8 & FM-1960 PUMA, TX",38238.31631134406,Architectural & engineering managers,474129.41353383457,134098.2588754237
1530,"Grand Rapids City Area PUMA, MI",38234.384913162736,Tax preparers,432592.406504065,29580.191946286617
1531,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA, MO",38234.046935654296,Detectives & criminal investigators,421448.347826087,69472.63203857554
